店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
潮福城大酒楼(秀山路店),1877593,茶餐厅,,0,,4.4,77,116,五四北,96,26.13261,119.31201,晋安区秀山路317号北尚大厦（金城商业中心一楼）,1,"4283,4281,",停车位收费标准：免费停车3小时,3人餐116元，2-3人餐120元，4人餐178元起，6-8人餐618元，10人餐998元起;,周一至周日 10:00-02:00,0591-88585555/83317088,63484,潮福城大酒楼——香港的潮福城大酒楼，是福州首家经营正宗潮州菜的酒楼。福新店和北尚店80余间典雅气派的贵宾房经常接待来自全国各地的政要及商务团体、外宾。超五星的服务团队，由香港名厨主理的正宗燕窝、鲍鱼、鱼翅、潮州卤水、海鲜、地道风味凉菜、广式茶点。20年来深受广大顾客欢迎。酒楼菜品选料严格，沿用传统的烹调方法，清淡、少盐、少油腻，无味精，坚持保留着食材本身鲜美的原味。设有早、午、晚茶、宵夜，并承接各类大型宴席。是商务、旅游、会议、聚宴的理想酒楼。潮福城餐饮集团奉行“宾至如归，服务**”的宗旨，我们承诺“没有最好，只有更好”的特色。,,False,0,244,63484,True,False
凡塔斯牛排餐厅(仓山万达店),6385838,牛排,凡塔斯牛排,237945,http://p1.meituan.net/poi/7d673b3690f39ec5e430e0dc552f73b4155909.png,3.6,63,82,仓山万达广场,98,26.036165,119.275051,仓山区浦上大道仓山万达广场室内步行街3楼（1号门入口手扶梯上3楼）,3,,,单人餐82元起，双人餐158元;,周一至周日 10:30-21:30,0591-87828817,62537,“凡塔斯”LAS VENTAS，一个充满传奇色彩，代表勇敢和荣耀，充溢着地中海浪漫风情的 响亮名称。其富含多重意蕴、积淀丰富的精神涵义，都赋予了“凡塔斯”牛排深刻而广阔的文化内涵。作为“凡塔斯”主营的特色产品，牛排的烹饪技艺不仅得益于西班牙厨艺名师的真谛传导——将西欧的饮食文化融入产品理念中，从食物出发，以美味动人。为品味卓越的都市人群缔造富有西班牙特色的美味情缘。凡塔斯与牛排的渊源始于2006年1月，彼时**家门店开张。经营之初，秉持“与客人分享、从不计较”的理念，数年来获得众多新老顾客的好评，好口味、好口碑迅速传开，客 人从此络绎不绝。为更多的美食爱好者带去全新的体验和卓越的享受。“美味的食物，用心的服务，超值的享受”是凡塔斯经营的不二法门。随着品牌名气的不断提高，市场影响力不 断扩大，凡塔斯在市场的占有率也跟着相应地增长。在福建区域形成自己的品牌规模，拥有一批忠实的消费群。 未来，我们将致力于成为中国优秀的餐饮企业连锁品牌，将凡塔斯开向全国，让更多的人分享由凡塔斯牛排带来的幸福体验！,,False,0,67,62537,True,False
锅先生(爱琴海购物公园店),65552947,创意菜,,0,,3.4,54,92,红星爱琴海广场,98,26.040401,119.279528,仓山区浦上大道198号爱琴海购物公园4层,4,,,92代100元，118代138元;,周一至周五 10:00-14:00 16:00-21:00 周日 10:00-21:00,0591-83300709,62316,,,False,1,95,62316,True,False
五洲佳豪酒楼,1413098,福州菜,五洲佳豪酒楼,29505,http://p1.meituan.net/poi/31b912b75ef8c7283383d5a9e54dc43b89420.png,4.8,138,599,黎明/小柳市场,95,26.078409,119.280043,鼓楼区西二环218号（牡丹大酒店旁）,,,免费提供500个停车位,6人餐599元，10人餐999元起;,周一至周日 10:30-14:00 16:30-22:00,0591-85667777,61430,五洲佳豪酒楼（福州）黎明店，位于福州市二环路牡丹游泳馆旁，交通便利，设有大型停车场，泊车便利。其致力于打造奢华、富有个性的宴饮服务，亿元巨资打造奢华空间，百万薪资缔造精品厨师团队。餐厅环境优雅，整体布置尽显华贵，清新典雅的古典音乐将让您用餐愉快。,,False,0,34,61430,True,False
夏宫餐厅(香格里拉大酒店),6568951,粤式茶点,香格里拉集团 ,2338320,,3.8,159,108,五一广场/古田路,95,26.074157,119.306017,鼓楼区新权南路9号香格里拉大酒店二层 ,,"5301,4277,4282,5310,5307,",停车位收费标准：提供免费停车三小时（酒店内停车场）,单人午/晚餐108元，单人午餐108元，6人餐688元起，10人餐1888元;,周一至周日 11:30-14:30 17:00-22:00,0591-87988888,61125,福州香格里拉大酒店位于福建省省会城市福州的心脏地带，毗邻五一广场，交通便捷。 曾多次获得香格里拉集团优质中餐厅的夏宫，格调幽雅、载誉榕城。主营**特色的闽、粤菜肴。由主厨率领的一众厨师精英为您炮制的正宗佳肴，样样皆如艺术品般赏心悦目。,,False,0,100,61125,True,False
海联潮港城,832549,粤菜,,0,,4.4,56,38,东街口,95,26.087599,119.317645,鼓楼区东门塔头路1号海联亚朵酒店2-3楼,,,免费提供30个停车位,双人餐118元，4人餐178元，6人餐258元，888元888元10人餐;38代100元，45代100元，80代100元;,周一至周日 10:00-22:00,0591-87310888/87301111,60227,潮港城大酒楼地处东门塔头路1号，主要经营粤菜、闽菜、海鲜、港式茶点等菜系，适合商务洽谈、多人聚餐、好友小聚、大型酒宴，店内拥有港式茶点等特色菜,,False,0,222,60227,True,False
冠新星海鲜肥牛自助火锅,95053307,火锅自助,,0,,4,70,68,福新路,96,26.08121,119.318466,晋安区福新路华盛大厦2层,,"5310,",,其他68元，单人午/晚餐75元，[4]人午/晚餐300元，[6]人午/晚餐450元，[8]人午/晚餐600元，[10]人午/晚餐750元;,周一至周日 11:00-03:00,0591-88311377,58757,,,False,0,234,58757,False,False
小鱼小牛(王府井店),2652075,干锅/香锅,小鱼小牛,1332998,http://p0.meituan.net/poi/6767f0fe23f9c1687e3063fd0d1155ee26895.png,4.4,81,93,东街口,95,26.091579,119.305763,鼓楼区五四路128号王府井百货7楼,7,"4286,",,每满100减5（买单立享）;双人餐129元，3人餐198元，4人餐268元，5-6人餐398元，8人餐498元;93代100元;,周一至周日 10:30-21:30,0591-87888730,58477,小鱼小牛时尚欢乐餐厅是福州新界餐饮管理有限公司继“揽季锅物会”之后推出的又一新晋品牌。餐厅主推各式干锅、火锅，力求通过上选食材和精心调制，带给顾客一个愉快的用餐体验。让本店的美食魅惑您的味蕾，一起感受小鱼和小牛的故事。 “小鱼小牛时尚欢乐餐厅”期望营造一个“时尚、欢乐”氛围的互动性餐厅。让温暖的柔光飘洒在每个餐桌上，来宣告您就是主角。,,False,1,196,58477,True,False
鲜芋惠仙(宝龙城市广场店),6830787,港台甜品,鲜芋仙,29642,http://p0.meituan.net/poi/6d918ad7136304e53800ad30c8644a3998464.png,3.9,21,16,宝龙城市广场,97,26.061839,119.290777,台江区工业路193号宝龙城市广场2层,2,"5302,5311,",停车位收费标准：提供收费的商场停车位,16元豆花系列，22元嫩滑仙草系列，22元芋圆系列单人餐，22元清凉冰品系列，45元双人餐;,周一至周日 09:00-22:00,13665043311,57959,**张环境图上面写介绍：Uncle tetsu徹思叔叔家招牌现烤芝士蛋糕凭其香浓的芝士、嫩滑的口感一直风靡日本长达20年之久，近年来Uncle tetsu陆续在海外开拓门店，在台湾让众多的粉丝们疯狂不已，处处可见排队长龙。曾被台湾综艺节日《康熙来了》推荐为台北街头最受欢迎的排队美食之一。,,False,1,5,57959,True,False
冠发君悦大酒店自助餐,2496064,综合自助,冠发君悦大酒店,234935,,4.2,129,98,公安局办证中心,1186,25.719206,119.36341,福清市清昌大道27号冠发国际新城冠发君悦大酒店2层,2,,免费停车场,单人午餐98元，单人晚餐158元;,周一至周日 11:30-13:30 17:30-20:30,0591-85288888,57696,福清冠发君悦大酒店位于著名侨乡福建福清市繁华的商业区，周围环境优美、交通便利，是一座集住宿、餐饮、娱乐、商务、购物为一体的四星级商务酒店。酒店占地面积50亩，建筑面积3.8万多平方米。酒店由主楼和左右附楼组成。主楼设有总服务台、大堂吧、四季料理餐厅。左侧附楼设有中餐厅（好世界大酒楼）与富豪会;右侧附楼设有金都休闲会所（洗浴桑拿服务）以及新华都大型购物商场，满足您吃、住、行、娱、购的各种需求，冠发君悦大酒店是您最理想的下榻场所。,,False,0,101,57696,True,False
漫斯塔披萨牛排自助餐厅(五四北泰禾店),99516121,牛排,,0,,4.4,62,65,五四北,96,26.139726,119.325169,晋安区秀峰路五四北泰禾广场5楼,5,"4285,4283,",,单人餐65元起;,周一至周日 10:00-22:00  2019-02-04 休息,0591-87953072,57305,,,False,0,151,57305,False,False
令狐冲·窑烤活鱼(达明路店),4685898,烤鱼,令狐冲窑烤活鱼,1861897,http://p0.meituan.net/poi/4b195468026c96ab222cef00cb39a60637864.png,3.9,54,95,左海/西湖公园,95,26.086329,119.295967,鼓楼区达明路与鼓西路交叉口达明路12号（老福州对面）,,"4286,",有停车位,2-4人餐98元，2-3人餐139元，3-4人餐188元;95代100元;,周一至周日 11:00-14:00 17:00-02:00,0591-83347999,57077,,,False,1,125,57077,True,False
香帝西饼(锦江店),842663,蛋糕,香帝西饼,1163652,,4.3,10,8.8,长乐市中心城区,2954,25.958205,119.505801,长乐市锦江一区29号店,,,,,周一至周日 07:00-23:00,0591-28921979,56105,福建香帝食品有限公司创立于1994年，位于福建省侨乡长乐市、历经18年的发展，已发展为长乐区域烘焙行业品牌与龙头企业。香帝公司现拥有月饼、蛋糕、面包、西点、干点五大类完整的食品生产体系，生产品种多达三百多款。香帝公司目前在长乐市拥有1家中央生产基地，12家连锁门店，产品供应肯德基、上岛咖啡、邮政速递、星级酒店、银行系统等高端品牌客户。香帝公司一向注重产品质量，精选优质新鲜原料，烘焙中不添加食品防腐剂，并严格按照质量管理体系要求，从上游供应商到生产、储运至销售服务进行细致、周密品质管理，确保产品优质安全，实现每天向门店提供的都是新鲜美食。香帝公司在技术研发、产品质量、品牌建设、市场占有率方面均保持区域行业市场的领先地位，香帝公司两度荣获“全国优秀饼店”称号及2007-2008、2009-2010年度“福州市守合同重信用”企业称号，香帝已成为“福州市知名商标”。,,False,1,48,56105,False,False
韩美味(群众路店),832646,韩国菜,韩美味,25804,,5,18,8.9,大利嘉/汽车南站,97,26.06959,119.3119,台江区群众路292号,,"4277,5310,",,单人餐21.8元;8.9代10元，25代50元;,周一至周日 10:00-23:00,0591-83370873,56110,虽然“打着韩食的旗号”，其实东西挺“中式化”的。石锅拌饭用的是“典型的中国甜辣酱”，吃起来还挺“香”；炒年糕“切法很福州”，味道“还可以”。环境“像中式快餐店”。就是用的筷子“是金属的”，“又细又重”，有点韩国的感觉。“饿的时候吃吃”还行。,,False,1,92,56110,True,False
咕叽咕鸡·手撕蒸鸡(梅峰店),5663764,其他美食,咕鸡咕鸡,1716389,,4.7,36,71,金牛山/洪山桥,95,26.095186,119.280835,鼓楼区梅峰路山海观小区C-9店面,,,,双人餐71元;85代100元;,周一至周日 11:00-02:00,0591-87666566,55851,咕鸡咕鸡位于福州市鼓楼区梅峰路山海观小区C-9店面（福建行政学院培训中心正对面），精选河田活鸡现杀现蒸，可以外送、方便快捷，严格的加工和烹饪要求，确保卫生+品质+美味,,False,1,4,55851,True,False
华莱士(中亭街二店),5024993,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.6,15,3.8,中亭街,97,26.055001,119.309941,台江区中亭街G区1F04店面,,"4279,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,"周一至周四 09:00-21:00  周五,周六 09:00-22:00",0591-83949833,54765,,,False,1,64,54765,True,False
九和居大酒楼,2389872,燕翅鲍,,0,,4,144,799,温泉公园/福州广场,95,26.098649,119.306949,鼓楼区五四路173号新华福广场A座5层,,"4284,4278,",有停车位,6人餐799元，10人餐1888元;,周一至周日 10:30-13:30 16:30-22:00,0591-86215666/86213888,54524,九和居大酒楼位于福州市中心CBD路段的信和广场3楼，面积3000平方，投资近1000万打造的精品酒楼，百万薪资缔造精品厨师团队、VIP包房、精美西式自助餐。用餐环境独特而迷人，时尚而优雅，即现代创新，又古典传统，从整体环境到每一个细微之处都充满中西文化的交融与和谐的艺术气息，营造出上佳的视觉效果与用餐空间。,,False,0,2,54524,True,False
陈家生煎(三坊七巷店),4580228,生煎,陳家生煎,2651720,,4.1,14,13.9,左海/西湖公园,95,26.085793,119.295668,鼓楼区杨桥东路42-44号（三坊七巷对面）,,"4286,",,每满80减5（买单立享）;13.9元B单人套餐，24元A单人套餐，25元C单人餐，31.5元生煎双拼，57元双人套餐;,周一至周日 09:00-21:00,18867972256,54451,,,False,0,184,54451,True,False
小鱼小牛(王庄店),97253565,干锅/香锅,小鱼小牛,1332998,http://p0.meituan.net/poi/6767f0fe23f9c1687e3063fd0d1155ee26895.png,4.9,87,78,世欧王庄,96,26.069893,119.327013,晋安区长河路88号王庄世欧广场南区4楼411-412店面,4,"5305,",,78代100元，93代100元;,周一至周日 10:00-22:00,0591-83806690,54341,,,False,1,380,54341,False,False
蜀九香(龙华天桥店),77433681,四川火锅,,0,,3.6,144,82,东街口,95,26.077827,119.310298,鼓楼区五一北路184号利嘉大世界一层（龙华天桥旁）,,"5310,5301,4282,",有停车位,2-3人餐277元，4人餐436元;82代100元，88代100元;,周一至周日 11:00-03:00,0591-87110777/87110999,54336,,,False,0,142,54336,True,False
阿楷·乡村鱼蛙馆,1457001,鱼火锅,阿楷乡村鱼蛙馆,24109,,4.1,66,46.5,左海/西湖公园,95,26.086534,119.295528,鼓楼区杨桥路双抛桥二里4-6号楼25号店面（渔家小寨旁）,,"4286,",,46.5代50元;,周一至周日 10:00-14:00 16:00-04:00,0591-88006166,54246,阿楷乡村鱼蛙馆地处双抛桥二里（渔家小寨旁边），双抛桥新村附近，适合多人聚餐，海洋现代时尚风格结合蓝紫色设计营造温馨氛围，店内拥有乡村黄金蛙等特色菜，一锅两吃，让你感受别样的美食诱惑！,,False,0,88,54246,True,False
